marker,chromosome,position,basepair
UNC15407603,8,103.15889,103158890
UNC15408017,8,103.18978,103189780
UNC15408354,8,103.216441,103216441
UNC15408593,8,103.23369,103233690
UNC15409108,8,103.275156,103275156
JAX00165654,8,103.290754,103290754
UNC15409577,8,103.312168,103312168
UNC15409799,8,103.331606,103331606
JAX00678945,8,103.347285,103347285
UNC15410037,8,103.350719,103350719
UNC15410436,8,103.391391,103391391
UNC15410888,8,103.421316,103421316
UNC080608530,8,103.445589,103445589
UNC15411196,8,103.445755,103445755
UNC15411592,8,103.482742,103482742
JAX00678982,8,103.491361,103491361
JAX00165671,8,103.492425,103492425
UNC15411830,8,103.50419,103504190
UNC15412032,8,103.530655,103530655
UNC15412465,8,103.562581,103562581
UNC15412866,8,103.590882,103590882
JAX00679009,8,103.614805,103614805
UNC15413129,8,103.61863,103618630
UNC15413399,8,103.639535,103639535
UNC15413831,8,103.671625,103671625
UNC15414109,8,103.69557,103695570
JAX00679020,8,103.699474,103699474
UNC15414696,8,103.734895,103734895
JAX00679041,8,103.75387,103753870
UNC15415011,8,103.762628,103762628
UNC15415516,8,103.803406,103803406
UNC15415571,8,103.80814,103808140
UNC15416149,8,103.849053,103849053
UNC15416659,8,103.884314,103884314
UNC080380507,8,103.896195,103896195
JAX00679070,8,103.899966,103899966
UNC15416961,8,103.905799,103905799
UNC15417472,8,103.937071,103937071
JAX00679081,8,103.940768,103940768
UNC15417874,8,103.975295,103975295
UNC15418067,8,103.990396,103990396
UNC15418564,8,104.020388,104020388
UNC15419088,8,104.049311,104049311
UNC15419501,8,104.075336,104075336
backupUNC081297682,8,104.099303,104099303
JAX00165719,8,104.131637,104131637
UNC15420656,8,104.16265,104162650
UNC15421041,8,104.193842,104193842
JAX00679148,8,104.197911,104197911
UNC15421339,8,104.219331,104219331
UNC15421945,8,104.263433,104263433
UNC15421973,8,104.266391,104266391
UNC15422538,8,104.339847,104339847
UNC15422872,8,104.369104,104369104
UNC15423267,8,104.395239,104395239
JAX00679185,8,104.423417,104423417
UNC15423696,8,104.424496,104424496
UNC15424147,8,104.453295,104453295
JAX00679194,8,104.467666,104467666
UNC15424425,8,104.481812,104481812
JAX00165744,8,104.493526,104493526
UNC15424762,8,104.519676,104519676
UNC15424955,8,104.539881,104539881
backupUNC081301902,8,104.59731,104597310
JAX00679209,8,104.610943,104610943
UNC15425986,8,104.626443,104626443
UNC15426273,8,104.654546,104654546
UNC15426735,8,104.679285,104679285
JAX00165760,8,104.705058,104705058
UNC15427136,8,104.714139,104714139
UNC15427482,8,104.739366,104739366
UNC15427778,8,104.767488,104767488
UNC15428037,8,104.80392,104803920
UNC15428376,8,104.82836,104828360
UNC15428622,8,104.890087,104890087
JAX00679242,8,104.903963,104903963
UNC15428749,8,104.917337,104917337
UNC15429081,8,104.944836,104944836
JAX00165781,8,104.970515,104970515
UNC15429380,8,104.983789,104983789
UNC15429461,8,104.994311,104994311
UNC15429900,8,105.056831,105056831
UNC15430187,8,105.085237,105085237
UNC15430367,8,105.111642,105111642
UNC15430711,8,105.14267,105142670
UNC15430939,8,105.164531,105164531
JAX00679280,8,105.190079,105190079
UNC15431266,8,105.20078,105200780
JAX00679286,8,105.239035,105239035
UNC15431879,8,105.25754,105257540
UNC080532324,8,105.267538,105267538
UNC15432141,8,105.28646,105286460
UNC15432393,8,105.319956,105319956
UNC15432613,8,105.344698,105344698
JAX00235458,8,105.348527,105348527
UNC15432900,8,105.375323,105375323
UNC15433176,8,105.402103,105402103
UNC15433574,8,105.431573,105431573
JAX00679311,8,105.454327,105454327
UNC15433908,8,105.460802,105460802
UNC15434185,8,105.487771,105487771
UNC15434530,8,105.517797,105517797
JAX00679325,8,105.521803,105521803
UNC15434798,8,105.545577,105545577
UNC15435432,8,105.603506,105603506
UNC15435557,8,105.619121,105619121
UNC15435791,8,105.664721,105664721
UNC15435896,8,105.686655,105686655
UNC15436288,8,105.726016,105726016
UNC15436664,8,105.747309,105747309
UNC15436869,8,105.775819,105775819
UNC15437138,8,105.803432,105803432
UNC15437333,8,105.833175,105833175
UNC15437413,8,105.849015,105849015
JAX00165851,8,105.883328,105883328
UNC15438016,8,105.920492,105920492
JAX00679384,8,105.927643,105927643
UNC15438224,8,105.944559,105944559
UNC15438518,8,105.97043,105970430
UNC15438872,8,106.009737,106009737
UNC15439211,8,106.061288,106061288
UNC15439410,8,106.094641,106094641
JAX00679405,8,106.128821,106128821
UNC15440033,8,106.183885,106183885
JAX00679414,8,106.200876,106200876
UNC15440225,8,106.20726,106207260
JAX00679420,8,106.237198,106237198
JAX00679421,8,106.249088,106249088
UNC15441518,8,106.336839,106336839
JAX00679452,8,106.377934,106377934
UNC15442004,8,106.38057,106380570
JAX00679456,8,106.398651,106398651
JAX00679466,8,106.43812,106438120
UNC15443038,8,106.456562,106456562
UNC15443483,8,106.508697,106508697
UNC15444168,8,106.556234,106556234
JAX00679494,8,106.585544,106585544
UNC15445112,8,106.631922,106631922
JAX00679519,8,106.66516,106665160
UNC15445492,8,106.672192,106672192
UNC080381079,8,106.675988,106675988
UNC15446340,8,106.738488,106738488
UNC15447254,8,106.808006,106808006
UNC15447850,8,106.848276,106848276
UNC15448290,8,106.907066,106907066
JAX00165927,8,106.922503,106922503
UNC15448758,8,106.961191,106961191
UNC15449295,8,107.016528,107016528
JAX00165937,8,107.042704,107042704
UNC15449774,8,107.063014,107063014
UNC15450294,8,107.119885,107119885
UNC15451161,8,107.186319,107186319
UNC080382463,8,107.209235,107209235
UNC15451816,8,107.234395,107234395
JAX00165953,8,107.251048,107251048
UNC15452467,8,107.296917,107296917
UNC15452689,8,107.346914,107346914
UNC15453345,8,107.412097,107412097
backupJAX00165969,8,107.490854,107490854
UNC15454608,8,107.509859,107509859
UNC15455069,8,107.564196,107564196
UNC15455896,8,107.627483,107627483
UNC15456867,8,107.687531,107687531
JAX00679681,8,107.691687,107691687
JAX00679684,8,107.693088,107693088
UNC15457604,8,107.750651,107750651
UNC15458256,8,107.790543,107790543
UNC15459362,8,107.857963,107857963
UNC15460621,8,107.936673,107936673
UNC15460754,8,107.960245,107960245
JAX00679730,8,107.9719,107971900
UNC15460948,8,107.979055,107979055
UNC15461300,8,108.003612,108003612
UNC15461441,8,108.012375,108012375
UNC15461750,8,108.035796,108035796
UNC15462062,8,108.057683,108057683
UNC15462270,8,108.076191,108076191
UNC15462442,8,108.09061,108090610
UNC15462618,8,108.104478,108104478
UNC15462914,8,108.131594,108131594
JAX00679751,8,108.137814,108137814
UNC15463156,8,108.153098,108153098
UNC15463286,8,108.160237,108160237
JAX00679763,8,108.170707,108170707
UNC15463585,8,108.186404,108186404
UNC15463818,8,108.206182,108206182
JAX00166024,8,108.209692,108209692
UNC15464089,8,108.226816,108226816
UNC15464189,8,108.234082,108234082
UNC15464482,8,108.262328,108262328
UNC15464685,8,108.284404,108284404
UNC080532671,8,108.285878,108285878
UNC15464771,8,108.29484,108294840
UNC15464993,8,108.316404,108316404
JAX00166034,8,108.329248,108329248
UNC15465172,8,108.334074,108334074
UNC15465329,8,108.354427,108354427
UNC15465584,8,108.374912,108374912
UNC15465818,8,108.396348,108396348
UNC15465954,8,108.404458,108404458
UNC15466285,8,108.433818,108433818
UNC15466477,8,108.447228,108447228
UNC15466766,8,108.465999,108465999
UNC15466982,8,108.486304,108486304
UNC15467263,8,108.504502,108504502
UNC15467420,8,108.51954,108519540
UNC15467652,8,108.538531,108538531
JAX00679826,8,108.550377,108550377
UNC15467786,8,108.552428,108552428
JAX00679828,8,108.552699,108552699
backupUNC080384916,8,108.556402,108556402
JAX00166050,8,108.569823,108569823
UNC15468146,8,108.581015,108581015
UNC15468290,8,108.597348,108597348
UNC15468472,8,108.60923,108609230
UNC15468695,8,108.633729,108633729
UNC15468899,8,108.651248,108651248
UNC15469131,8,108.670153,108670153
UNC15469294,8,108.689531,108689531
UNC15469362,8,108.708214,108708214
UNC15469522,8,108.727643,108727643
UNC15469745,8,108.744959,108744959
UNC15470016,8,108.763703,108763703
JAX00679864,8,108.76998,108769980
UNC15470208,8,108.776903,108776903
UNC080433052,8,108.777882,108777882
UNC15470473,8,108.795536,108795536
UNC15470708,8,108.811636,108811636
UNC15471085,8,108.83581,108835810
JAX00679880,8,108.836092,108836092
UNC15471242,8,108.848236,108848236
UNC15471547,8,108.876336,108876336
JAX00166075,8,108.891156,108891156
UNC15471702,8,108.896866,108896866
JAX00679893,8,108.907389,108907389
UNC15471847,8,108.9117,108911700
UNC15472129,8,108.932807,108932807
UNC080385506,8,108.935429,108935429
UNC15472242,8,108.947107,108947107
UNC15472363,8,108.96912,108969120
UNC15472500,8,108.989984,108989984
UNC15472720,8,109.004455,109004455
JAX00679906,8,109.023881,109023881
UNC15473044,8,109.024051,109024051
UNC15473198,8,109.039209,109039209
UNC15473496,8,109.05771,109057710
UNC15473848,8,109.076266,109076266
UNC15474115,8,109.09513,109095130
UNC15474467,8,109.117887,109117887
UNC15474617,8,109.136203,109136203
UNC15474907,8,109.154896,109154896
JAX00166095,8,109.15864,109158640
UNC15475106,8,109.173839,109173839
UNC15475346,8,109.192156,109192156
UNC080385765,8,109.211438,109211438
UNC15475844,8,109.228914,109228914
UNC15476122,8,109.245269,109245269
UNC15476214,8,109.260751,109260751
UNC15476467,8,109.277222,109277222
UNC15476805,8,109.306411,109306411
UNC15476873,8,109.314994,109314994
UNC15477188,8,109.336825,109336825
UNC15477578,8,109.363989,109363989
JAX00679956,8,109.370116,109370116
UNC15477711,8,109.374343,109374343
UNC15478095,8,109.403023,109403023
UNC15478218,8,109.409594,109409594
UNC15478519,8,109.426327,109426327
UNC15478870,8,109.443461,109443461
UNC15479394,8,109.473825,109473825
UNC15479530,8,109.488173,109488173
UNC15479700,8,109.502276,109502276
UNC15480024,8,109.52352,109523520
UNC15480296,8,109.544699,109544699
UNC15480554,8,109.563155,109563155
JAX00166126,8,109.569456,109569456
UNC15480866,8,109.58788,109587880
UNC15481239,8,109.616627,109616627
JAX00680008,8,109.631349,109631349
UNC15481808,8,109.6557,109655700
JAX00680019,8,109.685349,109685349
UNC15482403,8,109.694566,109694566
UNC15482633,8,109.714484,109714484
UNC15483018,8,109.771219,109771219
UNC15483325,8,109.817253,109817253
UNC15483586,8,109.847948,109847948
UNC15483911,8,109.891835,109891835
UNC15484083,8,109.919762,109919762
UNC15484569,8,109.959152,109959152
UNC15484908,8,110.001897,110001897
UNC15485461,8,110.041816,110041816
UNC080387061,8,110.047255,110047255
UNC15486108,8,110.080436,110080436
JAX00680064,8,110.110242,110110242
UNC15486496,8,110.118187,110118187
UNC15486767,8,110.138907,110138907
UNC15487562,8,110.194567,110194567
UNC15488230,8,110.242457,110242457
UNC15488363,8,110.253645,110253645
UNC15488997,8,110.307824,110307824
UNC15489359,8,110.348726,110348726
UNC15489724,8,110.382247,110382247
UNC15490189,8,110.428148,110428148
backupJAX00166193,8,110.45352,110453520
JAX00680110,8,110.474065,110474065
JAX00166195,8,110.493813,110493813
UNC15491031,8,110.51823,110518230
UNC15491356,8,110.570263,110570263
JAX00166203,8,110.603197,110603197
UNC15491587,8,110.613998,110613998
UNC15491628,8,110.656537,110656537
JAX00166210,8,110.691426,110691426
UNC15491667,8,110.695969,110695969
UNC15491745,8,110.726244,110726244
UNC15491973,8,110.755462,110755462
UNC15492366,8,110.808394,110808394
UNC15492616,8,110.846306,110846306
UNC15493138,8,110.888983,110888983
JAX00680165,8,110.906707,110906707
UNC15493500,8,110.918603,110918603
JAX00680175,8,110.953004,110953004
UNC15494028,8,110.964992,110964992
UNC15494386,8,111.003579,111003579
JAX00680192,8,111.033445,111033445
UNC15494724,8,111.047242,111047242
backupUNC080633379,8,111.062616,111062616
UNC15494910,8,111.066591,111066591
JAX00166239,8,111.090241,111090241
UNC15495449,8,111.125382,111125382
UNC15495642,8,111.156225,111156225
UNC15495823,8,111.195972,111195972
UNC15496018,8,111.228057,111228057
JAX00680216,8,111.240905,111240905
UNC15496301,8,111.276767,111276767
UNC15496535,8,111.309412,111309412
JAX00680226,8,111.34895,111348950
UNC15496851,8,111.349482,111349482
UNC15497086,8,111.378414,111378414
UNC15497670,8,111.42563,111425630
backupJAX00166267,8,111.457867,111457867
UNC15498116,8,111.465057,111465057
UNC15498528,8,111.502744,111502744
UNC15498852,8,111.542137,111542137
UNC15499338,8,111.580928,111580928
JAX00680252,8,111.599982,111599982
UNC15499741,8,111.610547,111610547
UNC15500304,8,111.65767,111657670
JAX00680278,8,111.702354,111702354
JAX00680293,8,111.724867,111724867
UNC15501328,8,111.752167,111752167
JAX00680300,8,111.757292,111757292
UNC15501639,8,111.771062,111771062
UNC15502227,8,111.818543,111818543
JAX00680318,8,111.821885,111821885
UNC15502889,8,111.860394,111860394
UNC15503341,8,111.886512,111886512
UNC15503960,8,111.9214,111921400
UNC15504327,8,111.942169,111942169
UNC15504349,8,111.945356,111945356
UNC15504480,8,111.95345,111953450
UNC15504568,8,111.956692,111956692
UNC15504753,8,111.965087,111965087
JAX00166305,8,111.966183,111966183
UNC15504883,8,111.975984,111975984
UNC15504924,8,111.979942,111979942
UNC15505020,8,111.987517,111987517
UNC15505186,8,111.994796,111994796
JAX00680353,8,111.999342,111999342
UNC15505275,8,111.999626,111999626
UNC15505417,8,112.005017,112005017
UNC15505520,8,112.011934,112011934
UNC15505644,8,112.019464,112019464
UNC15505731,8,112.024123,112024123
UNC15505854,8,112.030833,112030833
UNC15505924,8,112.03513,112035130
UNC15506045,8,112.041804,112041804
UNC15506089,8,112.045771,112045771
UNC15506189,8,112.050755,112050755
UNC15506348,8,112.059361,112059361
UNC15506442,8,112.063773,112063773
UNC15506574,8,112.068485,112068485
UNC15506736,8,112.075605,112075605
UNC15506837,8,112.083422,112083422
UNC15506939,8,112.08932,112089320
UNC15507221,8,112.106086,112106086
backupJAX00680373,8,112.156866,112156866
JAX00680387,8,112.194183,112194183
UNC15508958,8,112.212321,112212321
UNC15509422,8,112.247434,112247434
JAX00680414,8,112.276911,112276911
UNC15509807,8,112.282026,112282026
JAX00680421,8,112.295534,112295534
UNC15510412,8,112.320039,112320039
UNC15510925,8,112.353067,112353067
JAX00680445,8,112.36386,112363860
UNC15511451,8,112.393447,112393447
UNC15511873,8,112.417127,112417127
UNC15512665,8,112.468637,112468637
JAX00166345,8,112.49697,112496970
JAX00680475,8,112.515858,112515858
UNC15513232,8,112.516966,112516966
UNC15513438,8,112.534102,112534102
UNC15513898,8,112.571582,112571582
UNC15514451,8,112.607795,112607795
UNC15514982,8,112.64354,112643540
UNC15515354,8,112.680385,112680385
UNC15515810,8,112.716365,112716365
UNC15516308,8,112.754642,112754642
JAX00680547,8,112.764462,112764462
UNC15516729,8,112.784046,112784046
JAX00680557,8,112.806534,112806534
JAX00680562,8,112.816793,112816793
UNC15517154,8,112.822219,112822219
UNC15517494,8,112.861928,112861928
JAX00680577,8,112.872714,112872714
UNC15517879,8,112.898714,112898714
UNC15518203,8,112.935379,112935379
UNC080433562,8,112.935496,112935496
JAX00680612,8,112.977118,112977118
UNC15518743,8,112.978447,112978447
UNC15519189,8,113.008268,113008268
JAX00680623,8,113.027127,113027127
UNC15519411,8,113.027733,113027733
UNC15520266,8,113.088178,113088178
JAX00166390,8,113.113181,113113181
UNC15520687,8,113.115469,113115469
UNC15521171,8,113.146365,113146365
UNC15521384,8,113.167858,113167858
UNC15521546,8,113.182437,113182437
UNC15521690,8,113.199204,113199204
UNC15521839,8,113.219447,113219447
UNC15521980,8,113.238511,113238511
UNC15522114,8,113.256052,113256052
JAX00680655,8,113.263267,113263267
UNC15522366,8,113.272493,113272493
UNC15522528,8,113.28817,113288170
JAX00166407,8,113.317644,113317644
UNC15523118,8,113.322856,113322856
UNC15523323,8,113.341249,113341249
UNC15523554,8,113.358749,113358749
UNC15523754,8,113.376135,113376135
JAX00166413,8,113.398135,113398135
UNC15524007,8,113.398224,113398224
UNC15524141,8,113.406597,113406597
UNC15524531,8,113.430254,113430254
UNC15524799,8,113.445482,113445482
UNC15525081,8,113.463656,113463656
UNC15525257,8,113.47823,113478230
UNC15525501,8,113.496921,113496921
UNC15525766,8,113.514409,113514409
UNC15526002,8,113.527807,113527807
UNC15526348,8,113.545277,113545277
JAX00680687,8,113.556582,113556582
UNC15526565,8,113.560627,113560627
UNC15526667,8,113.584608,113584608
UNC15526928,8,113.601099,113601099
JAX00166428,8,113.614258,113614258
UNC15527048,8,113.616045,113616045
UNC15527430,8,113.638045,113638045
JAX00166431,8,113.640006,113640006
UNC15527593,8,113.648035,113648035
UNC15527943,8,113.670853,113670853
UNC15528135,8,113.68565,113685650
UNC15528439,8,113.70814,113708140
UNC15528670,8,113.721713,113721713
UNC15528993,8,113.741271,113741271
UNC15529308,8,113.764551,113764551
UNC15529361,8,113.768267,113768267
UNC15529627,8,113.788834,113788834
UNC15529903,8,113.810499,113810499
UNC15530096,8,113.823458,113823458
UNC15530440,8,113.842192,113842192
UNC15530612,8,113.854245,113854245
JAX00166447,8,113.857546,113857546
JAX00680749,8,113.858206,113858206
UNC15530876,8,113.879018,113879018
JAX00680761,8,113.896162,113896162
UNC15531582,8,113.9176,113917600
UNC15531668,8,113.923224,113923224
UNC15532151,8,113.949238,113949238
UNC15532370,8,113.968188,113968188
UNC15532587,8,113.98075,113980750
UNC15532891,8,114.0013,114001300
JAX00680799,8,114.016112,114016112
UNC15533186,8,114.017778,114017778
UNC15533516,8,114.034046,114034046
UNC15533835,8,114.055486,114055486
UNC15534184,8,114.0773,114077300
UNC080644274,8,114.080556,114080556
UNC15534387,8,114.087401,114087401
UNC15534800,8,114.108539,114108539
UNC15534913,8,114.114335,114114335
UNC15535570,8,114.143165,114143165
UNC15535824,8,114.154021,114154021
UNC15536191,8,114.176276,114176276
JAX00680849,8,114.183296,114183296
UNC15536495,8,114.189839,114189839
UNC15536750,8,114.208176,114208176
JAX00680865,8,114.226032,114226032
UNC15537063,8,114.227243,114227243
UNC15537296,8,114.242127,114242127
UNC15537529,8,114.260407,114260407
UNC15537918,8,114.279702,114279702
UNC15538220,8,114.294519,114294519
JAX00680872,8,114.307391,114307391
UNC15538547,8,114.313086,114313086
UNC15538740,8,114.330827,114330827
UNC15539002,8,114.346169,114346169
UNC15539501,8,114.371621,114371621
UNC15539792,8,114.383432,114383432
UNC15539945,8,114.398617,114398617
UNC15540245,8,114.411309,114411309
JAX00166488,8,114.413598,114413598
JAX00166490,8,114.414448,114414448
UNC15540604,8,114.428934,114428934
UNC15541065,8,114.44815,114448150
backupUNC080390439,8,114.459136,114459136
UNC15541495,8,114.472717,114472717
UNC15541996,8,114.491678,114491678
UNC15542238,8,114.502361,114502361
UNC15542599,8,114.522386,114522386
UNC15542868,8,114.540925,114540925
JAX00166497,8,114.544756,114544756
UNC15542979,8,114.548338,114548338
UNC15543531,8,114.574575,114574575
UNC15544090,8,114.601265,114601265
UNC15544494,8,114.625731,114625731
JAX00680981,8,114.641464,114641464
UNC15544844,8,114.642027,114642027
UNC15545097,8,114.660911,114660911
UNC15545455,8,114.682536,114682536
UNC15545645,8,114.695091,114695091
UNC15545981,8,114.71476,114714760
UNC15546121,8,114.723392,114723392
UNC15546530,8,114.747796,114747796
UNC15546728,8,114.757495,114757495
UNC15547001,8,114.776469,114776469
UNC15547272,8,114.791925,114791925
backupUNC080534893,8,114.800238,114800238
UNC15547544,8,114.810449,114810449
JAX00681041,8,114.81399,114813990
UNC15548108,8,114.835621,114835621
UNC15548342,8,114.846279,114846279
UNC15548777,8,114.872745,114872745
UNC15548888,8,114.879094,114879094
JAX00681064,8,114.889034,114889034
UNC15549297,8,114.902111,114902111
UNC15549438,8,114.914651,114914651
UNC15549912,8,114.941107,114941107
UNC15550042,8,114.949106,114949106
UNC15550521,8,114.975183,114975183
JAX00166531,8,114.976055,114976055
UNC15550752,8,114.986403,114986403
UNC15550952,8,114.998101,114998101
UNC15551041,8,115.007004,115007004
UNC15551126,8,115.013739,115013739
UNC15551229,8,115.023783,115023783
UNC15551357,8,115.032327,115032327
UNC15551403,8,115.037983,115037983
UNC15551506,8,115.046696,115046696
UNC15551707,8,115.058134,115058134
UNC15551745,8,115.060766,115060766
UNC15551957,8,115.073981,115073981
UNC15552049,8,115.08054,115080540
JAX00681103,8,115.086443,115086443
UNC15552290,8,115.091901,115091901
JAX00166539,8,115.092351,115092351
UNC15552357,8,115.09684,115096840
JAX00166541,8,115.102191,115102191
UNC15552475,8,115.105017,115105017
UNC15552660,8,115.1142,115114200
UNC15552793,8,115.123343,115123343
UNC15552971,8,115.131531,115131531
JAX00166542,8,115.131897,115131897
UNC15553042,8,115.135115,115135115
backupUNC080391309,8,115.13614,115136140
UNC15553224,8,115.144412,115144412
UNC15553333,8,115.152031,115152031
UNC15553445,8,115.163322,115163322
UNC15553577,8,115.171701,115171701
UNC15553645,8,115.178227,115178227
UNC15553778,8,115.187953,115187953
UNC15553886,8,115.196846,115196846
JAX00681134,8,115.199973,115199973
UNC15554034,8,115.205581,115205581
UNC15554174,8,115.212721,115212721
UNC15554275,8,115.218275,115218275
UNC15554412,8,115.228594,115228594
JAX00681139,8,115.230944,115230944
UNC15554539,8,115.236833,115236833
UNC15554630,8,115.244332,115244332
UNC15554713,8,115.250171,115250171
UNC15554864,8,115.260902,115260902
UNC15555005,8,115.269315,115269315
UNC15555081,8,115.277477,115277477
UNC15555135,8,115.288294,115288294
UNC15555223,8,115.297193,115297193
JAX00681150,8,115.316515,115316515
UNC15555565,8,115.320661,115320661
JAX00235700,8,115.344061,115344061
UNC15556191,8,115.36258,115362580
UNC15556329,8,115.378376,115378376
UNC15556829,8,115.409228,115409228
JAX00681172,8,115.418541,115418541
UNC15557272,8,115.441156,115441156
UNC15557711,8,115.470062,115470062
JAX00681183,8,115.473247,115473247
UNC15558336,8,115.507078,115507078
UNC15558623,8,115.527327,115527327
UNC15559017,8,115.554096,115554096
JAX00681206,8,115.57484,115574840
UNC15559460,8,115.587166,115587166
UNC15559784,8,115.610842,115610842
JAX00681224,8,115.634549,115634549
UNC15560342,8,115.640024,115640024
JAX00166582,8,115.652519,115652519
JAX00681237,8,115.659482,115659482
UNC15560835,8,115.670184,115670184
UNC081371717,8,115.7007,115700700
UNC15561291,8,115.707805,115707805
JAX00681277,8,115.72483,115724830
UNC15561546,8,115.725483,115725483
UNC15562121,8,115.76428,115764280
JAX00681294,8,115.791616,115791616
UNC15562471,8,115.794707,115794707
UNC15562700,8,115.823486,115823486
JAX00681304,8,115.830431,115830431
UNC15563045,8,115.85501,115855010
UNC15563701,8,115.897972,115897972
JAX00681325,8,115.90303,115903030
UNC15564158,8,115.919415,115919415
UNC15564377,8,115.936708,115936708
JAX00681342,8,115.953814,115953814
UNC15564981,8,115.984807,115984807
UNC15565274,8,116.001274,116001274
UNC15565913,8,116.037777,116037777
UNC15566283,8,116.060582,116060582
UNC15566712,8,116.088892,116088892
UNC15567070,8,116.119187,116119187
UNC15567457,8,116.145504,116145504
UNC15568055,8,116.181329,116181329
UNC15568476,8,116.209135,116209135
UNC15568956,8,116.240103,116240103
UNC081375663,8,116.263342,116263342
UNC15569627,8,116.276566,116276566
UNC15569856,8,116.294216,116294216
JAX00681412,8,116.317673,116317673
UNC15570461,8,116.331752,116331752
UNC15570970,8,116.359394,116359394
JAX00681432,8,116.360061,116360061
UNC15571394,8,116.383601,116383601
JAX00681438,8,116.410419,116410419
UNC15572423,8,116.448657,116448657
JAX00681454,8,116.480951,116480951
UNC15572987,8,116.485023,116485023
backupUNC081488776,8,116.506111,116506111
UNC15573351,8,116.510173,116510173
UNC15573611,8,116.52452,116524520
JAX00681478,8,116.529221,116529221
UNC15574588,8,116.572681,116572681
JAX00681490,8,116.573155,116573155
UNC15574952,8,116.593141,116593141
UNC15575375,8,116.612886,116612886
JAX00166657,8,116.654488,116654488
UNC15576079,8,116.65469,116654690
UNC15576774,8,116.694286,116694286
UNC15576985,8,116.707321,116707321
UNC15577619,8,116.751421,116751421
UNC15577849,8,116.765807,116765807
UNC15578801,8,116.814222,116814222
UNC15578883,8,116.820187,116820187
JAX00681538,8,116.820859,116820859
UNC15579785,8,116.861184,116861184
UNC15580449,8,116.891603,116891603
UNC15580854,8,116.91301,116913010
UNC15581534,8,116.952203,116952203
JAX00166681,8,116.972836,116972836
UNC15581903,8,116.985839,116985839
UNC15582230,8,117.010463,117010463
UNC15582926,8,117.047244,117047244
UNC15583441,8,117.07304,117073040
JAX00681593,8,117.078646,117078646
UNC15583970,8,117.099517,117099517
UNC15584458,8,117.13066,117130660
UNC080671076,8,117.143351,117143351
UNC15584811,8,117.159735,117159735
UNC15585111,8,117.188189,117188189
UNC15585486,8,117.220378,117220378
UNC15585845,8,117.246782,117246782
UNC15586739,8,117.312585,117312585
UNC15586988,8,117.330033,117330033
UNC15587532,8,117.367332,117367332
UNC15587978,8,117.397181,117397181
UNC15588218,8,117.413225,117413225
UNC15588561,8,117.432197,117432197
UNC15588793,8,117.446444,117446444
UNC15588922,8,117.455171,117455171
JAX00681656,8,117.458598,117458598
UNC15589119,8,117.47005,117470050
UNC15589284,8,117.482563,117482563
UNC15589507,8,117.495252,117495252
UNC15589626,8,117.503169,117503169
UNC15589844,8,117.514447,117514447
UNC15590105,8,117.527995,117527995
UNC15590382,8,117.541072,117541072
UNC15590537,8,117.55289,117552890
UNC15590736,8,117.56331,117563310
UNC15591003,8,117.574259,117574259
UNC15591258,8,117.586232,117586232
JAX00681673,8,117.589506,117589506
UNC15591638,8,117.610453,117610453
UNC15591925,8,117.626682,117626682
UNC15592047,8,117.632556,117632556
B6_rs32661424,8,117.637991,117637991
UNC15592251,8,117.643155,117643155
UNC15592497,8,117.656722,117656722
UNC15592642,8,117.668272,117668272
UNC15592782,8,117.679661,117679661
UNC15592923,8,117.691751,117691751
JAX00166735,8,117.694843,117694843
UNC15593005,8,117.697425,117697425
UNC15593123,8,117.709496,117709496
UNC15593212,8,117.726633,117726633
UNC15593290,8,117.737021,117737021
UNC15593347,8,117.745775,117745775
UNC15593418,8,117.759813,117759813
UNC15593521,8,117.773131,117773131
UNC15593642,8,117.784357,117784357
UNC15593708,8,117.796011,117796011
UNC15593886,8,117.807749,117807749
JAX00166744,8,117.812425,117812425
JAX00681718,8,117.819355,117819355
UNC15594067,8,117.821342,117821342
JAX00681719,8,117.824243,117824243
UNC15594403,8,117.84194,117841940
UNC15594530,8,117.850262,117850262
JAX00166747,8,117.854875,117854875
UNC15594824,8,117.866261,117866261
UNC080434173,8,117.867667,117867667
UNC15595019,8,117.877861,117877861
UNC15595193,8,117.888376,117888376
JAX00166749,8,117.892638,117892638
UNC15595415,8,117.900621,117900621
UNC15595544,8,117.910326,117910326
UNC15595705,8,117.919363,117919363
UNC15595970,8,117.935685,117935685
UNC15596175,8,117.94737,117947370
JAX00681744,8,117.958623,117958623
repJAX00681744,8,117.958623,117958623
UNC15596411,8,117.9606,117960600
UNC15596560,8,117.971077,117971077
UNC15596713,8,117.986798,117986798
UNC15597037,8,118.003208,118003208
UNC15597266,8,118.014315,118014315
UNC15597493,8,118.029141,118029141
UNC15597651,8,118.039207,118039207
UNC15597776,8,118.050994,118050994
UNC15597955,8,118.058855,118058855
UNC15598203,8,118.075562,118075562
UNC15598416,8,118.087709,118087709
JAX00681767,8,118.087842,118087842
UNC15598508,8,118.093711,118093711
JAX00166766,8,118.095225,118095225
UNC15598756,8,118.111065,118111065
UNC15598896,8,118.11885,118118850
UNC15599111,8,118.134664,118134664
UNC15599276,8,118.145929,118145929
JAX00681790,8,118.151843,118151843
UNC15599426,8,118.153915,118153915
UNC15599777,8,118.171948,118171948
UNC15600024,8,118.183056,118183056
JAX00681796,8,118.187691,118187691
JAX00681797,8,118.187816,118187816
UNC15600173,8,118.191914,118191914
UNC15600382,8,118.200683,118200683
